x	y
-5	21
-4.94974874371859	20.5000126259438
-4.89949748743719	20.0050756294033
-4.84924623115578	19.5151890103785
-4.79899497487437	19.0303527688695
-4.74874371859297	18.5505669048761
-4.69849246231156	18.0758314183985
-4.64824120603015	17.6061463094366
-4.59798994974874	17.1415115779905
-4.54773869346734	16.68192722406
-4.49748743718593	16.2273932476453
-4.44723618090452	15.7779096487462
-4.39698492462312	15.3334764273629
-4.34673366834171	14.8940935834954
-4.2964824120603	14.4597611171435
-4.24623115577889	14.0304790283074
-4.19597989949749	13.6062473169869
-4.14572864321608	13.1870659831822
-4.09547738693467	12.7729350268933
-4.04522613065327	12.36385444812
-3.99497487437186	11.9598242468625
-3.94472361809045	11.5608444231206
-3.89447236180905	11.1669149768945
-3.84422110552764	10.7780359081841
-3.79396984924623	10.3942072169895
-3.74371859296482	10.0154289033105
-3.69346733668342	9.6417009671473
-3.64321608040201	9.27302340849979
-3.5929648241206	8.909396227368
-3.5427135678392	8.55081942375193
-3.49246231155779	8.19729299765158
-3.44221105527638	7.84881694906694
-3.39195979899498	7.50539127799803
-3.34170854271357	7.16701598444484
-3.29145728643216	6.83369106840737
-3.24120603015075	6.50541652988561
-3.19095477386935	6.18219236887958
-3.14070351758794	5.86401858538926
-3.09045226130653	5.55089517941466
-3.04020100502513	5.24282215095579
-2.98994974874372	4.93979950001262
-2.93969849246231	4.64182722658519
-2.8894472361809	4.34890533067347
-2.8391959798995	4.06103381227747
-2.78894472361809	3.77821267139719
-2.73869346733668	3.50044190803262
-2.68844221105528	3.22772152218378
-2.63819095477387	2.96005151385066
-2.58793969849246	2.69743188303326
-2.53768844221106	2.43986262973157
-2.48743718592965	2.18734375394561
-2.43718592964824	1.93987525567536
-2.38693467336683	1.69745713492083
-2.33668341708543	1.46008939168203
-2.28643216080402	1.22777202595894
-2.23618090452261	1.00050503775157
-2.18592964824121	0.778288427059922
-2.1356783919598	0.561122193883992
-2.08542713567839	0.349006338223782
-2.03517587939698	0.14194086007929
-1.98492462311558	-0.0600742405494819
-1.93467336683417	-0.257038963662534
-1.88442211055276	-0.448953309259868
-1.83417085427136	-0.635817277341482
-1.78391959798995	-0.817630867907377
-1.73366834170854	-0.994394080957552
-1.68341708542714	-1.16610691649201
-1.63316582914573	-1.33276937451075
-1.58291457286432	-1.49438145501376
-1.53266331658291	-1.65094315800106
-1.48241206030151	-1.80245448347264
-1.4321608040201	-1.9489154314285
-1.38190954773869	-2.09032600186864
-1.33165829145729	-2.22668619479306
-1.28140703517588	-2.35799601020176
-1.23115577889447	-2.48425544809475
-1.18090452261307	-2.60546450847201
-1.13065326633166	-2.72162319133355
-1.08040201005025	-2.83273149667938
-1.03015075376884	-2.93878942450948
-0.979899497487437	-3.03979697482387
-0.92964824120603	-3.13575414762254
-0.879396984924623	-3.22666094290548
-0.829145728643216	-3.31251736067271
-0.778894472361809	-3.39332340092422
-0.728643216080402	-3.46907906366001
-0.678391959798995	-3.53978434888008
-0.628140703517587	-3.60543925658443
-0.57788944723618	-3.66604378677306
-0.527638190954773	-3.72159793944597
-0.477386934673366	-3.77210171460317
-0.427135678391959	-3.81755511224464
-0.376884422110552	-3.8579581323704
-0.326633165829145	-3.89331077498043
-0.276381909547738	-3.92361304007475
-0.226130653266331	-3.94886492765334
-0.175879396984924	-3.96906643771622
-0.125628140703517	-3.98421757026338
-0.0753768844221101	-3.99431832529482
-0.0251256281407031	-3.99936870281054
0.025125628140704	-3.99936870281054
0.075376884422111	-3.99431832529482
0.125628140703518	-3.98421757026338
0.175879396984925	-3.96906643771622
0.226130653266332	-3.94886492765334
0.276381909547739	-3.92361304007475
0.326633165829146	-3.89331077498043
0.376884422110553	-3.85795813237039
0.42713567839196	-3.81755511224464
0.477386934673367	-3.77210171460317
0.527638190954774	-3.72159793944597
0.577889447236181	-3.66604378677306
0.628140703517588	-3.60543925658443
0.678391959798995	-3.53978434888008
0.728643216080402	-3.46907906366001
0.778894472361809	-3.39332340092422
0.829145728643217	-3.31251736067271
0.879396984924624	-3.22666094290548
0.929648241206031	-3.13575414762253
0.979899497487438	-3.03979697482387
1.03015075376884	-2.93878942450948
1.08040201005025	-2.83273149667938
1.13065326633166	-2.72162319133355
1.18090452261307	-2.60546450847201
1.23115577889447	-2.48425544809474
1.28140703517588	-2.35799601020176
1.33165829145729	-2.22668619479306
1.38190954773869	-2.09032600186864
1.4321608040201	-1.9489154314285
1.48241206030151	-1.80245448347264
1.53266331658292	-1.65094315800106
1.58291457286432	-1.49438145501376
1.63316582914573	-1.33276937451074
1.68341708542714	-1.16610691649201
1.73366834170854	-0.994394080957551
1.78391959798995	-0.817630867907375
1.83417085427136	-0.63581727734148
1.88442211055276	-0.448953309259866
1.93467336683417	-0.257038963662533
1.98492462311558	-0.0600742405494801
2.03517587939699	0.141940860079292
2.08542713567839	0.349006338223783
