group	x	y
113	-4	-55
113	-3.91836734693878	-55
113	-3.83673469387755	-55
113	-3.75510204081633	-55
113	-3.6734693877551	-55
113	-3.59183673469388	-55
113	-3.51020408163265	-55
113	-3.42857142857143	-55
113	-3.3469387755102	-55
113	-3.26530612244898	-55
113	-3.18367346938776	-55
113	-3.10204081632653	-55
113	-3.02040816326531	-55
113	-2.93877551020408	-55
113	-2.85714285714286	-51.4284797101055
113	-2.77551020408163	-46.530529261524
113	-2.69387755102041	-41.6325788129425
113	-2.61224489795918	-36.734628364361
113	-2.53061224489796	-31.8366779157796
113	-2.44897959183673	-26.9387274671981
113	-2.36734693877551	-22.0407770186166
113	-2.28571428571429	-17.1428265700351
113	-2.20408163265306	-12.2448761214537
113	-2.12244897959184	-7.34692567287222
113	-2.04081632653061	-2.44897522429074
113	-1.95918367346939	2.44897522429074
113	-1.87755102040816	7.34692567287219
113	-1.79591836734694	12.2448761214537
113	-1.71428571428571	17.1428265700351
113	-1.63265306122449	22.0407770186166
113	-1.55102040816327	26.9387274671981
113	-1.46938775510204	31.8366779157795
113	-1.38775510204082	36.734628364361
113	-1.30612244897959	41.6325788129425
113	-1.22448979591837	46.530529261524
113	-1.14285714285714	51.4284797101054
113	-1.06122448979592	55
113	-0.979591836734694	55
113	-0.89795918367347	55
113	-0.816326530612245	55
113	-0.734693877551021	55
113	-0.653061224489796	55
113	-0.571428571428572	55
113	-0.489795918367347	55
113	-0.408163265306123	55
113	-0.326530612244898	55
113	-0.244897959183674	55
113	-0.163265306122449	55
113	-0.0816326530612246	55
113	0	55
114	-4	-55
114	-3.91836734693878	-55
114	-3.83673469387755	-55
114	-3.75510204081633	-55
114	-3.6734693877551	-55
114	-3.59183673469388	-55
114	-3.51020408163265	-55
114	-3.42857142857143	-55
114	-3.3469387755102	-55
114	-3.26530612244898	-55
114	-3.18367346938776	-55
114	-3.10204081632653	-55
114	-3.02040816326531	-55
114	-2.93877551020408	-55
114	-2.85714285714286	-51.4284797101055
114	-2.77551020408163	-46.530529261524
114	-2.69387755102041	-41.6325788129425
114	-2.61224489795918	-36.734628364361
114	-2.53061224489796	-31.8366779157796
114	-2.44897959183673	-26.9387274671981
114	-2.36734693877551	-22.0407770186166
114	-2.28571428571429	-17.1428265700351
114	-2.20408163265306	-12.2448761214537
114	-2.12244897959184	-7.34692567287222
114	-2.04081632653061	-2.44897522429074
114	-1.95918367346939	2.44897522429074
114	-1.87755102040816	7.34692567287219
114	-1.79591836734694	12.2448761214537
114	-1.71428571428571	17.1428265700351
114	-1.63265306122449	22.0407770186166
114	-1.55102040816327	26.9387274671981
114	-1.46938775510204	31.8366779157795
114	-1.38775510204082	36.734628364361
114	-1.30612244897959	41.6325788129425
114	-1.22448979591837	46.530529261524
114	-1.14285714285714	51.4284797101054
114	-1.06122448979592	55
114	-0.979591836734694	55
114	-0.89795918367347	55
114	-0.816326530612245	55
114	-0.734693877551021	55
114	-0.653061224489796	55
114	-0.571428571428572	55
114	-0.489795918367347	55
114	-0.408163265306123	55
114	-0.326530612244898	55
114	-0.244897959183674	55
114	-0.163265306122449	55
114	-0.0816326530612246	55
114	0	55
115	-4	-55
115	-3.91836734693878	-55
115	-3.83673469387755	-55
115	-3.75510204081633	-55
115	-3.6734693877551	-55
115	-3.59183673469388	-55
115	-3.51020408163265	-55
115	-3.42857142857143	-55
115	-3.3469387755102	-55
115	-3.26530612244898	-55
115	-3.18367346938776	-55
115	-3.10204081632653	-55
115	-3.02040816326531	-55
115	-2.93877551020408	-55
115	-2.85714285714286	-51.4284797101055
115	-2.77551020408163	-46.530529261524
115	-2.69387755102041	-41.6325788129425
115	-2.61224489795918	-36.734628364361
115	-2.53061224489796	-31.8366779157796
115	-2.44897959183673	-26.9387274671981
115	-2.36734693877551	-22.0407770186166
115	-2.28571428571429	-17.1428265700351
115	-2.20408163265306	-12.2448761214537
115	-2.12244897959184	-7.34692567287222
115	-2.04081632653061	-2.44897522429074
115	-1.95918367346939	2.44897522429074
115	-1.87755102040816	7.34692567287219
115	-1.79591836734694	12.2448761214537
115	-1.71428571428571	17.1428265700351
115	-1.63265306122449	22.0407770186166
115	-1.55102040816327	26.9387274671981
115	-1.46938775510204	31.8366779157795
115	-1.38775510204082	36.734628364361
115	-1.30612244897959	41.6325788129425
115	-1.22448979591837	46.530529261524
115	-1.14285714285714	51.4284797101054
115	-1.06122448979592	55
115	-0.979591836734694	55
115	-0.89795918367347	55
115	-0.816326530612245	55
115	-0.734693877551021	55
115	-0.653061224489796	55
115	-0.571428571428572	55
115	-0.489795918367347	55
115	-0.408163265306123	55
115	-0.326530612244898	55
115	-0.244897959183674	55
115	-0.163265306122449	55
115	-0.0816326530612246	55
115	0	55
116	-3	47.9999960013463
116	-2.91836734693878	46.0408124910873
116	-2.83673469387755	44.0816289808282
116	-2.75510204081633	42.1224454705692
116	-2.6734693877551	40.1632619603102
116	-2.59183673469388	38.2040784500511
116	-2.51020408163265	36.2448949397921
116	-2.42857142857143	34.2857114295331
116	-2.3469387755102	32.326527919274
116	-2.26530612244898	30.367344409015
116	-2.18367346938776	28.408160898756
116	-2.10204081632653	26.4489773884969
116	-2.02040816326531	24.4897938782379
116	-1.93877551020408	22.5306103679789
116	-1.85714285714286	20.5714268577198
116	-1.77551020408163	18.6122433474608
116	-1.69387755102041	16.6530598372018
116	-1.61224489795918	14.6938763269427
116	-1.53061224489796	12.7346928166837
116	-1.44897959183673	10.7755093064247
116	-1.36734693877551	8.81632579616565
116	-1.28571428571429	6.85714228590661
116	-1.20408163265306	4.89795877564758
116	-1.12244897959184	2.93877526538855
116	-1.04081632653061	0.979591755129517
116	-0.959183673469388	-0.979591755129517
116	-0.877551020408164	-2.93877526538854
116	-0.795918367346939	-4.89795877564757
116	-0.714285714285714	-6.85714228590661
116	-0.63265306122449	-8.81632579616564
116	-0.551020408163266	-10.7755093064247
116	-0.469387755102041	-12.7346928166837
116	-0.387755102040817	-14.6938763269427
116	-0.306122448979592	-16.6530598372018
116	-0.224489795918367	-18.6122433474608
116	-0.142857142857143	-20.5714268577198
116	-0.0612244897959187	-22.5306103679789
116	0.0204081632653059	-24.4897938782379
116	0.102040816326531	-26.4489773884969
116	0.183673469387755	-28.408160898756
116	0.265306122448979	-30.367344409015
116	0.346938775510204	-32.326527919274
116	0.428571428571428	-34.2857114295331
116	0.510204081632653	-36.2448949397921
116	0.591836734693877	-38.2040784500511
116	0.673469387755102	-40.1632619603101
116	0.755102040816326	-42.1224454705692
116	0.836734693877551	-44.0816289808282
116	0.918367346938775	-46.0408124910873
116	1	-47.9999960013463
117	-1	-23.9999839980116
117	-0.918367346938776	-23.0203928144193
117	-0.836734693877551	-22.040801630827
117	-0.755102040816326	-21.0612104472347
117	-0.673469387755102	-20.0816192636424
117	-0.591836734693878	-19.1020280800501
117	-0.510204081632653	-18.1224368964577
117	-0.428571428571429	-17.1428457128654
117	-0.346938775510204	-16.1632545292731
117	-0.26530612244898	-15.1836633456808
117	-0.183673469387755	-14.2040721620885
117	-0.102040816326531	-13.2244809784962
117	-0.0204081632653061	-12.2448897949039
117	0.0612244897959182	-11.2652986113116
117	0.142857142857143	-10.2857074277193
117	0.224489795918367	-9.30611624412695
117	0.306122448979592	-8.32652506053464
117	0.387755102040816	-7.34693387694233
117	0.469387755102041	-6.36734269335002
117	0.551020408163265	-5.38775150975771
117	0.63265306122449	-4.4081603261654
117	0.714285714285714	-3.42856914257309
117	0.795918367346939	-2.44897795898078
117	0.877551020408163	-1.46938677538847
117	0.959183673469388	-0.489795591796156
117	1.04081632653061	0.489795591796156
117	1.12244897959184	1.46938677538846
117	1.20408163265306	2.44897795898077
117	1.28571428571429	3.42856914257309
117	1.36734693877551	4.4081603261654
117	1.44897959183673	5.3877515097577
117	1.53061224489796	6.36734269335002
117	1.61224489795918	7.34693387694233
117	1.69387755102041	8.32652506053464
117	1.77551020408163	9.30611624412695
117	1.85714285714286	10.2857074277193
117	1.93877551020408	11.2652986113116
117	2.02040816326531	12.2448897949039
117	2.10204081632653	13.2244809784962
117	2.18367346938775	14.2040721620885
117	2.26530612244898	15.1836633456808
117	2.3469387755102	16.1632545292731
117	2.42857142857143	17.1428457128654
117	2.51020408163265	18.1224368964577
117	2.59183673469388	19.1020280800501
117	2.6734693877551	20.0816192636424
117	2.75510204081633	21.0612104472347
117	2.83673469387755	22.040801630827
117	2.91836734693878	23.0203928144193
117	3	23.9999839980116
118	0	24.0000140033327
118	0.0816326530612245	23.0204215950334
118	0.163265306122449	22.0408291867341
