group	x	y
1	-6	-55
1	-5.91836734693878	-55
1	-5.83673469387755	-55
1	-5.75510204081633	-55
1	-5.6734693877551	-55
1	-5.59183673469388	-55
1	-5.51020408163265	-55
1	-5.42857142857143	-55
1	-5.3469387755102	-55
1	-5.26530612244898	-55
1	-5.18367346938776	-55
1	-5.10204081632653	-55
1	-5.02040816326531	-55
1	-4.93877551020408	-55
1	-4.85714285714286	-55
1	-4.77551020408163	-55
1	-4.69387755102041	-55
1	-4.61224489795918	-55
1	-4.53061224489796	-55
1	-4.44897959183673	-55
1	-4.36734693877551	-55
1	-4.28571428571429	-55
1	-4.20408163265306	-55
1	-4.12244897959184	-55
1	-4.04081632653061	-55
1	-3.95918367346939	-55
1	-3.87755102040816	-55
1	-3.79591836734694	-55
1	-3.71428571428571	-55
1	-3.63265306122449	-55
1	-3.55102040816327	-55
1	-3.46938775510204	-55
1	-3.38775510204082	-55
1	-3.30612244897959	-55
1	-3.22448979591837	52.162603927409
1	-3.14285714285714	55
1	-3.06122448979592	55
1	-2.97959183673469	55
1	-2.89795918367347	55
1	-2.81632653061225	55
1	-2.73469387755102	55
1	-2.6530612244898	55
1	-2.57142857142857	55
1	-2.48979591836735	55
1	-2.40816326530612	55
1	-2.3265306122449	55
1	-2.24489795918367	55
1	-2.16326530612245	55
1	-2.08163265306122	55
1	-2	55
2	-4.85714285714286	-55
2	-4.77551020408163	-55
2	-4.69387755102041	-55
2	-4.61224489795918	-55
2	-4.53061224489796	-55
2	-4.44897959183674	-55
2	-4.36734693877551	-55
2	-4.28571428571429	-55
2	-4.20408163265306	-55
2	-4.12244897959184	-55
2	-4.04081632653061	-55
2	-3.95918367346939	-55
2	-3.87755102040816	-55
2	-3.79591836734694	-55
2	-3.71428571428572	-55
2	-3.63265306122449	-55
2	-3.55102040816327	-55
2	-3.46938775510204	-55
2	-3.38775510204082	-55
2	-3.30612244897959	-55
2	-3.22448979591837	-55
2	-3.14285714285714	-55
2	-3.06122448979592	-55
2	-2.97959183673469	-55
2	-2.89795918367347	-55
2	-2.81632653061225	-55
2	-2.73469387755102	-55
2	-2.6530612244898	-55
2	-2.57142857142857	-55
2	-2.48979591836735	-24.4616607525574
2	-2.40816326530612	8.91909816048494
2	-2.3265306122449	42.2998570735275
2	-2.24489795918367	55
2	-2.16326530612245	55
2	-2.08163265306123	55
2	-2	55
2	-1.91836734693878	55
2	-1.83673469387755	55
2	-1.75510204081633	55
2	-1.6734693877551	55
2	-1.59183673469388	55
2	-1.51020408163265	55
2	-1.42857142857143	55
2	-1.3469387755102	55
2	-1.26530612244898	55
2	-1.18367346938776	55
2	-1.10204081632653	55
2	-1.02040816326531	55
2	-0.938775510204082	55
2	-0.857142857142857	55
3	-3.71428571428571	-14.5535727328522
3	-3.63265306122449	-13.5636501740519
3	-3.55102040816327	-12.5737276152515
3	-3.46938775510204	-11.5838050564512
3	-3.38775510204082	-10.5938824976509
3	-3.30612244897959	-9.60395993885057
3	-3.22448979591837	-8.61403738005025
3	-3.14285714285714	-7.62411482124993
3	-3.06122448979592	-6.63419226244961
3	-2.97959183673469	-5.64426970364929
3	-2.89795918367347	-4.65434714484896
3	-2.81632653061225	-3.66442458604864
3	-2.73469387755102	-2.67450202724832
3	-2.6530612244898	-1.684579468448
3	-2.57142857142857	-0.694656909647678
3	-2.48979591836735	0.295265649152638
3	-2.40816326530612	1.28518820795296
3	-2.3265306122449	2.27511076675328
3	-2.24489795918367	3.26503332555361
3	-2.16326530612245	4.25495588435393
3	-2.08163265306122	5.24487844315425
3	-2	6.23480100195457
3	-1.91836734693878	7.22472356075489
3	-1.83673469387755	8.21464611955521
3	-1.75510204081633	9.20456867835554
3	-1.6734693877551	10.1944912371559
3	-1.59183673469388	11.1844137959562
3	-1.51020408163265	12.1743363547565
3	-1.42857142857143	13.1642589135568
3	-1.3469387755102	14.1541814723571
3	-1.26530612244898	15.1441040311575
3	-1.18367346938776	16.1340265899578
3	-1.10204081632653	17.1239491487581
3	-1.02040816326531	18.1138717075584
3	-0.938775510204082	19.1037942663588
3	-0.857142857142858	20.0937168251591
3	-0.775510204081633	21.0836393839594
3	-0.693877551020409	22.0735619427597
3	-0.612244897959184	23.06348450156
3	-0.53061224489796	24.0534070603604
3	-0.448979591836735	25.0433296191607
3	-0.367346938775511	26.033252177961
3	-0.285714285714286	27.0231747367613
3	-0.204081632653061	28.0130972955616
3	-0.122448979591837	29.003019854362
3	-0.0408163265306127	29.9929424131623
3	0.0408163265306118	30.9828649719626
3	0.122448979591836	31.9727875307629
3	0.204081632653061	32.9627100895632
3	0.285714285714286	33.9526326483636
4	-2.57142857142857	21.7016402645719
4	-2.48979591836735	20.4552221226493
4	-2.40816326530612	19.2088039807268
4	-2.3265306122449	17.9623858388043
4	-2.24489795918367	16.7159676968817
4	-2.16326530612245	15.4695495549592
4	-2.08163265306122	14.2231314130366
4	-2	12.9767132711141
4	-1.91836734693878	11.7302951291915
4	-1.83673469387755	10.483876987269
4	-1.75510204081633	9.23745884534642
4	-1.6734693877551	7.99104070342388
4	-1.59183673469388	6.74462256150133
4	-1.51020408163265	5.49820441957879
4	-1.42857142857143	4.25178627765624
4	-1.3469387755102	3.0053681357337
4	-1.26530612244898	1.75894999381115
4	-1.18367346938776	0.512531851888603
4	-1.10204081632653	-0.73388629003394
4	-1.02040816326531	-1.98030443195649
4	-0.938775510204082	-3.22672257387903
4	-0.857142857142858	-4.47314071580158
4	-0.775510204081633	-5.71955885772412
4	-0.693877551020409	-6.96597699964667
4	-0.612244897959184	-8.21239514156922
4	-0.530612244897959	-9.45881328349176
4	-0.448979591836735	-10.7052314254143
4	-0.367346938775511	-11.9516495673369
4	-0.285714285714286	-13.1980677092594
4	-0.204081632653061	-14.4444858511819
4	-0.122448979591837	-15.6909039931045
4	-0.0408163265306127	-16.937322135027
4	0.0408163265306118	-18.1837402769496
4	0.122448979591836	-19.4301584188721
4	0.204081632653061	-20.6765765607947
4	0.285714285714285	-21.9229947027172
4	0.36734693877551	-23.1694128446398
4	0.448979591836734	-24.4158309865623
4	0.530612244897959	-25.6622491284849
4	0.612244897959183	-26.9086672704074
4	0.693877551020408	-28.15508541233
4	0.775510204081632	-29.4015035542525
