group	x	y
89	-4	-55
89	-3.91836734693878	-55
89	-3.83673469387755	-55
89	-3.75510204081633	-55
89	-3.6734693877551	-55
89	-3.59183673469388	-55
89	-3.51020408163265	-55
89	-3.42857142857143	-55
89	-3.3469387755102	-55
89	-3.26530612244898	-55
89	-3.18367346938776	-55
89	-3.10204081632653	-55
89	-3.02040816326531	-55
89	-2.93877551020408	-55
89	-2.85714285714286	-51.4284797101055
89	-2.77551020408163	-46.530529261524
89	-2.69387755102041	-41.6325788129425
89	-2.61224489795918	-36.734628364361
89	-2.53061224489796	-31.8366779157796
89	-2.44897959183673	-26.9387274671981
89	-2.36734693877551	-22.0407770186166
89	-2.28571428571429	-17.1428265700351
89	-2.20408163265306	-12.2448761214537
89	-2.12244897959184	-7.34692567287222
89	-2.04081632653061	-2.44897522429074
89	-1.95918367346939	2.44897522429074
89	-1.87755102040816	7.34692567287219
89	-1.79591836734694	12.2448761214537
89	-1.71428571428571	17.1428265700351
89	-1.63265306122449	22.0407770186166
89	-1.55102040816327	26.9387274671981
89	-1.46938775510204	31.8366779157795
89	-1.38775510204082	36.734628364361
89	-1.30612244897959	41.6325788129425
89	-1.22448979591837	46.530529261524
89	-1.14285714285714	51.4284797101054
89	-1.06122448979592	55
89	-0.979591836734694	55
89	-0.89795918367347	55
89	-0.816326530612245	55
89	-0.734693877551021	55
89	-0.653061224489796	55
89	-0.571428571428572	55
89	-0.489795918367347	55
89	-0.408163265306123	55
89	-0.326530612244898	55
89	-0.244897959183674	55
89	-0.163265306122449	55
89	-0.0816326530612246	55
89	0	55
90	-4	-55
90	-3.91836734693878	-55
90	-3.83673469387755	-55
90	-3.75510204081633	-55
90	-3.6734693877551	-55
90	-3.59183673469388	-55
90	-3.51020408163265	-55
90	-3.42857142857143	-55
90	-3.3469387755102	-55
90	-3.26530612244898	-55
90	-3.18367346938776	-55
90	-3.10204081632653	-55
90	-3.02040816326531	-55
90	-2.93877551020408	-55
90	-2.85714285714286	-51.4284797101055
90	-2.77551020408163	-46.530529261524
90	-2.69387755102041	-41.6325788129425
